Country,State,Year,Gender,Category,"Gross Enrolment Ratio (Ger) In Higher Education (UOM:Ratio), Scaling Factor:1"
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2019",Male,All Categories,38.3
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2019",Female,All Categories,32.2
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2019",Total,All Categories,35.2
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2019",Male,Scheduled Caste,33.4
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2019",Female,Scheduled Caste,29
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2019",Total,Scheduled Caste,31.2
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2019",Male,Scheduled Tribe,33.6
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2019",Female,Scheduled Tribe,25.6
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2019",Total,Scheduled Tribe,29.4
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2019",Male,All Categories,36.5
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2019",Female,All Categories,34.3
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2019",Total,All Categories,35.4
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2019",Male,Scheduled Caste,
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2019",Female,Scheduled Caste,
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2019",Total,Scheduled Caste,
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2019",Male,Scheduled Tribe,37
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2019",Female,Scheduled Tribe,33.6
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2019",Total,Scheduled Tribe,35.2
India,Assam,"Financial Year (Apr - Mar), 2019",Male,All Categories,17.4
India,Assam,"Financial Year (Apr - Mar), 2019",Female,All Categories,17.2
India,Assam,"Financial Year (Apr - Mar), 2019",Total,All Categories,17.3
India,Assam,"Financial Year (Apr - Mar), 2019",Male,Scheduled Caste,19.5
India,Assam,"Financial Year (Apr - Mar), 2019",Female,Scheduled Caste,19
India,Assam,"Financial Year (Apr - Mar), 2019",Total,Scheduled Caste,19.3
India,Assam,"Financial Year (Apr - Mar), 2019",Male,Scheduled Tribe,22.7
India,Assam,"Financial Year (Apr - Mar), 2019",Female,Scheduled Tribe,22.4
India,Assam,"Financial Year (Apr - Mar), 2019",Total,Scheduled Tribe,22.5
India,Bihar,"Financial Year (Apr - Mar), 2019",Male,All Categories,15.8
India,Bihar,"Financial Year (Apr - Mar), 2019",Female,All Categories,13.1
India,Bihar,"Financial Year (Apr - Mar), 2019",Total,All Categories,14.5
India,Bihar,"Financial Year (Apr - Mar), 2019",Male,Scheduled Caste,14.2
India,Bihar,"Financial Year (Apr - Mar), 2019",Female,Scheduled Caste,8.5
India,Bihar,"Financial Year (Apr - Mar), 2019",Total,Scheduled Caste,11.4
India,Bihar,"Financial Year (Apr - Mar), 2019",Male,Scheduled Tribe,24.2
India,Bihar,"Financial Year (Apr - Mar), 2019",Female,Scheduled Tribe,18.7
India,Bihar,"Financial Year (Apr - Mar), 2019",Total,Scheduled Tribe,21.4
India,Chandigarh,"Financial Year (Apr - Mar), 2019",Male,All Categories,43.2
India,Chandigarh,"Financial Year (Apr - Mar), 2019",Female,All Categories,65.6
India,Chandigarh,"Financial Year (Apr - Mar), 2019",Total,All Categories,52.1
India,Chandigarh,"Financial Year (Apr - Mar), 2019",Male,Scheduled Caste,33.3
India,Chandigarh,"Financial Year (Apr - Mar), 2019",Female,Scheduled Caste,38.3
India,Chandigarh,"Financial Year (Apr - Mar), 2019",Total,Scheduled Caste,35.5
India,Chandigarh,"Financial Year (Apr - Mar), 2019",Male,Scheduled Tribe,
India,Chandigarh,"Financial Year (Apr - Mar), 2019",Female,Scheduled Tribe,
India,Chandigarh,"Financial Year (Apr - Mar), 2019",Total,Scheduled Tribe,
India,Chhattisgarh,"Financial Year (Apr - Mar), 2019",Male,All Categories,17.4
India,Chhattisgarh,"Financial Year (Apr - Mar), 2019",Female,All Categories,19.6
India,Chhattisgarh,"Financial Year (Apr - Mar), 2019",Total,All Categories,18.5
India,Chhattisgarh,"Financial Year (Apr - Mar), 2019",Male,Scheduled Caste,18
India,Chhattisgarh,"Financial Year (Apr - Mar), 2019",Female,Scheduled Caste,19.3
India,Chhattisgarh,"Financial Year (Apr - Mar), 2019",Total,Scheduled Caste,18.6
India,Chhattisgarh,"Financial Year (Apr - Mar), 2019",Male,Scheduled Tribe,10.3
India,Chhattisgarh,"Financial Year (Apr - Mar), 2019",Female,Scheduled Tribe,13.1
India,Chhattisgarh,"Financial Year (Apr - Mar), 2019",Total,Scheduled Tribe,11.8
India,Delhi,"Financial Year (Apr - Mar), 2019",Male,All Categories,44.9
India,Delhi,"Financial Year (Apr - Mar), 2019",Female,All Categories,51.8
India,Delhi,"Financial Year (Apr - Mar), 2019",Total,All Categories,48
India,Delhi,"Financial Year (Apr - Mar), 2019",Male,Scheduled Caste,35.1
India,Delhi,"Financial Year (Apr - Mar), 2019",Female,Scheduled Caste,40.9
India,Delhi,"Financial Year (Apr - Mar), 2019",Total,Scheduled Caste,37.8
India,Delhi,"Financial Year (Apr - Mar), 2019",Male,Scheduled Tribe,
India,Delhi,"Financial Year (Apr - Mar), 2019",Female,Scheduled Tribe,
India,Delhi,"Financial Year (Apr - Mar), 2019",Total,Scheduled Tribe,
India,Goa,"Financial Year (Apr - Mar), 2019",Male,All Categories,23.8
India,Goa,"Financial Year (Apr - Mar), 2019",Female,All Categories,34.6
India,Goa,"Financial Year (Apr - Mar), 2019",Total,All Categories,28.4
India,Goa,"Financial Year (Apr - Mar), 2019",Male,Scheduled Caste,30.4
India,Goa,"Financial Year (Apr - Mar), 2019",Female,Scheduled Caste,33.2
India,Goa,"Financial Year (Apr - Mar), 2019",Total,Scheduled Caste,31.7
India,Goa,"Financial Year (Apr - Mar), 2019",Male,Scheduled Tribe,20.6
India,Goa,"Financial Year (Apr - Mar), 2019",Female,Scheduled Tribe,32.7
India,Goa,"Financial Year (Apr - Mar), 2019",Total,Scheduled Tribe,26.4
India,Gujarat,"Financial Year (Apr - Mar), 2019",Male,All Categories,22.9
India,Gujarat,"Financial Year (Apr - Mar), 2019",Female,All Categories,19.6
India,Gujarat,"Financial Year (Apr - Mar), 2019",Total,All Categories,21.3
India,Gujarat,"Financial Year (Apr - Mar), 2019",Male,Scheduled Caste,29.2
India,Gujarat,"Financial Year (Apr - Mar), 2019",Female,Scheduled Caste,26
India,Gujarat,"Financial Year (Apr - Mar), 2019",Total,Scheduled Caste,27.7
India,Gujarat,"Financial Year (Apr - Mar), 2019",Male,Scheduled Tribe,16.4
India,Gujarat,"Financial Year (Apr - Mar), 2019",Female,Scheduled Tribe,16.9
India,Gujarat,"Financial Year (Apr - Mar), 2019",Total,Scheduled Tribe,16.7
India,Haryana,"Financial Year (Apr - Mar), 2019",Male,All Categories,26.6
India,Haryana,"Financial Year (Apr - Mar), 2019",Female,All Categories,32.5
India,Haryana,"Financial Year (Apr - Mar), 2019",Total,All Categories,29.3
India,Haryana,"Financial Year (Apr - Mar), 2019",Male,Scheduled Caste,17.4
India,Haryana,"Financial Year (Apr - Mar), 2019",Female,Scheduled Caste,21.6
India,Haryana,"Financial Year (Apr - Mar), 2019",Total,Scheduled Caste,19.3
India,Haryana,"Financial Year (Apr - Mar), 2019",Male,Scheduled Tribe,
India,Haryana,"Financial Year (Apr - Mar), 2019",Female,Scheduled Tribe,
India,Haryana,"Financial Year (Apr - Mar), 2019",Total,Scheduled Tribe,
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2019",Male,All Categories,35.7
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2019",Female,All Categories,46.4
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2019",Total,All Categories,40.8
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2019",Male,Scheduled Caste,25.1
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2019",Female,Scheduled Caste,33.6
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2019",Total,Scheduled Caste,29.2
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2019",Male,Scheduled Tribe,35.4
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2019",Female,Scheduled Tribe,43.7
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2019",Total,Scheduled Tribe,39.5
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2019",Male,All Categories,31.7
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2019",Female,All Categories,33.2
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2019",Total,All Categories,32.4
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2019",Male,Scheduled Caste,17.3
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2019",Female,Scheduled Caste,23.6
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2019",Total,Scheduled Caste,20.3
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2019",Male,Scheduled Tribe,23
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2019",Female,Scheduled Tribe,19.2
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2019",Total,Scheduled Tribe,21.1
India,Jharkhand,"Financial Year (Apr - Mar), 2019",Male,All Categories,21
India,Jharkhand,"Financial Year (Apr - Mar), 2019",Female,All Categories,20.9
India,Jharkhand,"Financial Year (Apr - Mar), 2019",Total,All Categories,20.9
India,Jharkhand,"Financial Year (Apr - Mar), 2019",Male,Scheduled Caste,17
India,Jharkhand,"Financial Year (Apr - Mar), 2019",Female,Scheduled Caste,15.1
India,Jharkhand,"Financial Year (Apr - Mar), 2019",Total,Scheduled Caste,16.1
India,Jharkhand,"Financial Year (Apr - Mar), 2019",Male,Scheduled Tribe,14.7
India,Jharkhand,"Financial Year (Apr - Mar), 2019",Female,Scheduled Tribe,16.5
India,Jharkhand,"Financial Year (Apr - Mar), 2019",Total,Scheduled Tribe,15.6
India,Karnataka,"Financial Year (Apr - Mar), 2019",Male,All Categories,31.2
India,Karnataka,"Financial Year (Apr - Mar), 2019",Female,All Categories,32.7
India,Karnataka,"Financial Year (Apr - Mar), 2019",Total,All Categories,32
India,Karnataka,"Financial Year (Apr - Mar), 2019",Male,Scheduled Caste,23.3
India,Karnataka,"Financial Year (Apr - Mar), 2019",Female,Scheduled Caste,23.1
India,Karnataka,"Financial Year (Apr - Mar), 2019",Total,Scheduled Caste,23.2
India,Karnataka,"Financial Year (Apr - Mar), 2019",Male,Scheduled Tribe,20.9
India,Karnataka,"Financial Year (Apr - Mar), 2019",Female,Scheduled Tribe,21
India,Karnataka,"Financial Year (Apr - Mar), 2019",Total,Scheduled Tribe,20.9
India,Kerala,"Financial Year (Apr - Mar), 2019",Male,All Categories,32.9
India,Kerala,"Financial Year (Apr - Mar), 2019",Female,All Categories,44.7
India,Kerala,"Financial Year (Apr - Mar), 2019",Total,All Categories,38.8
India,Kerala,"Financial Year (Apr - Mar), 2019",Male,Scheduled Caste,18.7
India,Kerala,"Financial Year (Apr - Mar), 2019",Female,Scheduled Caste,34.8
India,Kerala,"Financial Year (Apr - Mar), 2019",Total,Scheduled Caste,26.7
India,Kerala,"Financial Year (Apr - Mar), 2019",Male,Scheduled Tribe,19.1
India,Kerala,"Financial Year (Apr - Mar), 2019",Female,Scheduled Tribe,28.7
India,Kerala,"Financial Year (Apr - Mar), 2019",Total,Scheduled Tribe,24
India,Ladakh,"Financial Year (Apr - Mar), 2019",Male,All Categories,5
India,Ladakh,"Financial Year (Apr - Mar), 2019",Female,All Categories,11.3
India,Ladakh,"Financial Year (Apr - Mar), 2019",Total,All Categories,7.9
India,Ladakh,"Financial Year (Apr - Mar), 2019",Male,Scheduled Caste,0
India,Ladakh,"Financial Year (Apr - Mar), 2019",Female,Scheduled Caste,0
India,Ladakh,"Financial Year (Apr - Mar), 2019",Total,Scheduled Caste,0
India,Ladakh,"Financial Year (Apr - Mar), 2019",Male,Scheduled Tribe,5.2
India,Ladakh,"Financial Year (Apr - Mar), 2019",Female,Scheduled Tribe,12.6
India,Ladakh,"Financial Year (Apr - Mar), 2019",Total,Scheduled Tribe,8.5
India,Lakshadweep,"Financial Year (Apr - Mar), 2019",Male,All Categories,3.6
India,Lakshadweep,"Financial Year (Apr - Mar), 2019",Female,All Categories,11.5
India,Lakshadweep,"Financial Year (Apr - Mar), 2019",Total,All Categories,7.5
India,Lakshadweep,"Financial Year (Apr - Mar), 2019",Male,Scheduled Caste,
India,Lakshadweep,"Financial Year (Apr - Mar), 2019",Female,Scheduled Caste,
India,Lakshadweep,"Financial Year (Apr - Mar), 2019",Total,Scheduled Caste,
India,Lakshadweep,"Financial Year (Apr - Mar), 2019",Male,Scheduled Tribe,2.1
India,Lakshadweep,"Financial Year (Apr - Mar), 2019",Female,Scheduled Tribe,7.2
India,Lakshadweep,"Financial Year (Apr - Mar), 2019",Total,Scheduled Tribe,4.8
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2019",Male,All Categories,24.2
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2019",Female,All Categories,24.2
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2019",Total,All Categories,24.2
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2019",Male,Scheduled Caste,22.9
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2019",Female,Scheduled Caste,23.5
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2019",Total,Scheduled Caste,23.2
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2019",Male,Scheduled Tribe,12.6
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2019",Female,Scheduled Tribe,12.3
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2019",Total,Scheduled Tribe,12.4
India,Maharashtra,"Financial Year (Apr - Mar), 2019",Male,All Categories,33.5
India,Maharashtra,"Financial Year (Apr - Mar), 2019",Female,All Categories,31
India,Maharashtra,"Financial Year (Apr - Mar), 2019",Total,All Categories,32.3
India,Maharashtra,"Financial Year (Apr - Mar), 2019",Male,Scheduled Caste,30.6
India,Maharashtra,"Financial Year (Apr - Mar), 2019",Female,Scheduled Caste,30.8
India,Maharashtra,"Financial Year (Apr - Mar), 2019",Total,Scheduled Caste,30.7
India,Maharashtra,"Financial Year (Apr - Mar), 2019",Male,Scheduled Tribe,17.4
India,Maharashtra,"Financial Year (Apr - Mar), 2019",Female,Scheduled Tribe,13.5
India,Maharashtra,"Financial Year (Apr - Mar), 2019",Total,Scheduled Tribe,15.4
India,Manipur,"Financial Year (Apr - Mar), 2019",Male,All Categories,37.7
India,Manipur,"Financial Year (Apr - Mar), 2019",Female,All Categories,38.9
India,Manipur,"Financial Year (Apr - Mar), 2019",Total,All Categories,38.3
India,Manipur,"Financial Year (Apr - Mar), 2019",Male,Scheduled Caste,68.7
India,Manipur,"Financial Year (Apr - Mar), 2019",Female,Scheduled Caste,65.9
India,Manipur,"Financial Year (Apr - Mar), 2019",Total,Scheduled Caste,67.3
India,Manipur,"Financial Year (Apr - Mar), 2019",Male,Scheduled Tribe,23.1
India,Manipur,"Financial Year (Apr - Mar), 2019",Female,Scheduled Tribe,24
India,Manipur,"Financial Year (Apr - Mar), 2019",Total,Scheduled Tribe,23.5
India,Meghalaya,"Financial Year (Apr - Mar), 2019",Male,All Categories,24.2
India,Meghalaya,"Financial Year (Apr - Mar), 2019",Female,All Categories,28
India,Meghalaya,"Financial Year (Apr - Mar), 2019",Total,All Categories,26.1
India,Meghalaya,"Financial Year (Apr - Mar), 2019",Male,Scheduled Caste,99.8
India,Meghalaya,"Financial Year (Apr - Mar), 2019",Female,Scheduled Caste,82.3
India,Meghalaya,"Financial Year (Apr - Mar), 2019",Total,Scheduled Caste,91.6
India,Meghalaya,"Financial Year (Apr - Mar), 2019",Male,Scheduled Tribe,20.6
India,Meghalaya,"Financial Year (Apr - Mar), 2019",Female,Scheduled Tribe,26.3
India,Meghalaya,"Financial Year (Apr - Mar), 2019",Total,Scheduled Tribe,23.6
India,Mizoram,"Financial Year (Apr - Mar), 2019",Male,All Categories,27.2
India,Mizoram,"Financial Year (Apr - Mar), 2019",Female,All Categories,25.1
India,Mizoram,"Financial Year (Apr - Mar), 2019",Total,All Categories,26.1
India,Mizoram,"Financial Year (Apr - Mar), 2019",Male,Scheduled Caste,150.4
India,Mizoram,"Financial Year (Apr - Mar), 2019",Female,Scheduled Caste,100.4
India,Mizoram,"Financial Year (Apr - Mar), 2019",Total,Scheduled Caste,132.3
India,Mizoram,"Financial Year (Apr - Mar), 2019",Male,Scheduled Tribe,26.7
India,Mizoram,"Financial Year (Apr - Mar), 2019",Female,Scheduled Tribe,25.4
India,Mizoram,"Financial Year (Apr - Mar), 2019",Total,Scheduled Tribe,26
India,Nagaland,"Financial Year (Apr - Mar), 2019",Male,All Categories,16.5
India,Nagaland,"Financial Year (Apr - Mar), 2019",Female,All Categories,20.5
India,Nagaland,"Financial Year (Apr - Mar), 2019",Total,All Categories,18.5
India,Nagaland,"Financial Year (Apr - Mar), 2019",Male,Scheduled Caste,
India,Nagaland,"Financial Year (Apr - Mar), 2019",Female,Scheduled Caste,
India,Nagaland,"Financial Year (Apr - Mar), 2019",Total,Scheduled Caste,
India,Nagaland,"Financial Year (Apr - Mar), 2019",Male,Scheduled Tribe,17.4
India,Nagaland,"Financial Year (Apr - Mar), 2019",Female,Scheduled Tribe,21.1
India,Nagaland,"Financial Year (Apr - Mar), 2019",Total,Scheduled Tribe,19.3
India,Odisha,"Financial Year (Apr - Mar), 2019",Male,All Categories,23
India,Odisha,"Financial Year (Apr - Mar), 2019",Female,All Categories,20.3
India,Odisha,"Financial Year (Apr - Mar), 2019",Total,All Categories,21.7
India,Odisha,"Financial Year (Apr - Mar), 2019",Male,Scheduled Caste,21.8
India,Odisha,"Financial Year (Apr - Mar), 2019",Female,Scheduled Caste,17.6
India,Odisha,"Financial Year (Apr - Mar), 2019",Total,Scheduled Caste,19.7
India,Odisha,"Financial Year (Apr - Mar), 2019",Male,Scheduled Tribe,14.6
India,Odisha,"Financial Year (Apr - Mar), 2019",Female,Scheduled Tribe,12.4
India,Odisha,"Financial Year (Apr - Mar), 2019",Total,Scheduled Tribe,13.5
India,Puducherry,"Financial Year (Apr - Mar), 2019",Male,All Categories,41
India,Puducherry,"Financial Year (Apr - Mar), 2019",Female,All Categories,52.6
India,Puducherry,"Financial Year (Apr - Mar), 2019",Total,All Categories,46.3
India,Puducherry,"Financial Year (Apr - Mar), 2019",Male,Scheduled Caste,33.4
India,Puducherry,"Financial Year (Apr - Mar), 2019",Female,Scheduled Caste,38.3
India,Puducherry,"Financial Year (Apr - Mar), 2019",Total,Scheduled Caste,35.7
India,Puducherry,"Financial Year (Apr - Mar), 2019",Male,Scheduled Tribe,
India,Puducherry,"Financial Year (Apr - Mar), 2019",Female,Scheduled Tribe,
India,Puducherry,"Financial Year (Apr - Mar), 2019",Total,Scheduled Tribe,
India,Punjab,"Financial Year (Apr - Mar), 2019",Male,All Categories,25.1
India,Punjab,"Financial Year (Apr - Mar), 2019",Female,All Categories,32.1
India,Punjab,"Financial Year (Apr - Mar), 2019",Total,All Categories,28.2
India,Punjab,"Financial Year (Apr - Mar), 2019",Male,Scheduled Caste,15.8
India,Punjab,"Financial Year (Apr - Mar), 2019",Female,Scheduled Caste,22.4
India,Punjab,"Financial Year (Apr - Mar), 2019",Total,Scheduled Caste,18.8
India,Punjab,"Financial Year (Apr - Mar), 2019",Male,Scheduled Tribe,
India,Punjab,"Financial Year (Apr - Mar), 2019",Female,Scheduled Tribe,
India,Punjab,"Financial Year (Apr - Mar), 2019",Total,Scheduled Tribe,
India,Rajasthan,"Financial Year (Apr - Mar), 2019",Male,All Categories,24.3
India,Rajasthan,"Financial Year (Apr - Mar), 2019",Female,All Categories,23.9
India,Rajasthan,"Financial Year (Apr - Mar), 2019",Total,All Categories,24.1
India,Rajasthan,"Financial Year (Apr - Mar), 2019",Male,Scheduled Caste,21.5
India,Rajasthan,"Financial Year (Apr - Mar), 2019",Female,Scheduled Caste,21.4
India,Rajasthan,"Financial Year (Apr - Mar), 2019",Total,Scheduled Caste,21.5
India,Rajasthan,"Financial Year (Apr - Mar), 2019",Male,Scheduled Tribe,22.2
India,Rajasthan,"Financial Year (Apr - Mar), 2019",Female,Scheduled Tribe,22.3
India,Rajasthan,"Financial Year (Apr - Mar), 2019",Total,Scheduled Tribe,22.3
India,Sikkim,"Financial Year (Apr - Mar), 2019",Male,All Categories,83.6
India,Sikkim,"Financial Year (Apr - Mar), 2019",Female,All Categories,67.6
India,Sikkim,"Financial Year (Apr - Mar), 2019",Total,All Categories,75.8
India,Sikkim,"Financial Year (Apr - Mar), 2019",Male,Scheduled Caste,37.5
India,Sikkim,"Financial Year (Apr - Mar), 2019",Female,Scheduled Caste,32.2
India,Sikkim,"Financial Year (Apr - Mar), 2019",Total,Scheduled Caste,34.8
India,Sikkim,"Financial Year (Apr - Mar), 2019",Male,Scheduled Tribe,28.1
India,Sikkim,"Financial Year (Apr - Mar), 2019",Female,Scheduled Tribe,42
India,Sikkim,"Financial Year (Apr - Mar), 2019",Total,Scheduled Tribe,35.1
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",Male,All Categories,51.8
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",Female,All Categories,51
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",Total,All Categories,51.4
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",Male,Scheduled Caste,38.8
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",Female,Scheduled Caste,40.4
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",Total,Scheduled Caste,39.6
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",Male,Scheduled Tribe,43.8
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",Female,Scheduled Tribe,37.7
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",Total,Scheduled Tribe,40.7
India,Telangana,"Financial Year (Apr - Mar), 2019",Male,All Categories,34.8
India,Telangana,"Financial Year (Apr - Mar), 2019",Female,All Categories,36.4
India,Telangana,"Financial Year (Apr - Mar), 2019",Total,All Categories,35.6
India,Telangana,"Financial Year (Apr - Mar), 2019",Male,Scheduled Caste,29.1
India,Telangana,"Financial Year (Apr - Mar), 2019",Female,Scheduled Caste,35.8
India,Telangana,"Financial Year (Apr - Mar), 2019",Total,Scheduled Caste,32.5
India,Telangana,"Financial Year (Apr - Mar), 2019",Male,Scheduled Tribe,31.3
India,Telangana,"Financial Year (Apr - Mar), 2019",Female,Scheduled Tribe,29.1
India,Telangana,"Financial Year (Apr - Mar), 2019",Total,Scheduled Tribe,30.2
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2019",Male,All Categories,5.900000000000000000000
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2019",Female,All Categories,12.150000000000000000000
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2019",Total,All Categories,7.750000000000000000000
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2019",Male,Scheduled Caste,17.550000000000000000000
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2019",Female,Scheduled Caste,27.200000000000000000000
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2019",Total,Scheduled Caste,21.750000000000000000000
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2019",Male,Scheduled Tribe,7.250000000000000000000
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2019",Female,Scheduled Tribe,13.550000000000000000000
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2019",Total,Scheduled Tribe,10.250000000000000000000
India,Tripura,"Financial Year (Apr - Mar), 2019",Male,All Categories,22.5
India,Tripura,"Financial Year (Apr - Mar), 2019",Female,All Categories,18
India,Tripura,"Financial Year (Apr - Mar), 2019",Total,All Categories,20.2
India,Tripura,"Financial Year (Apr - Mar), 2019",Male,Scheduled Caste,19.6
India,Tripura,"Financial Year (Apr - Mar), 2019",Female,Scheduled Caste,14.8
India,Tripura,"Financial Year (Apr - Mar), 2019",Total,Scheduled Caste,17.2
India,Tripura,"Financial Year (Apr - Mar), 2019",Male,Scheduled Tribe,15.5
India,Tripura,"Financial Year (Apr - Mar), 2019",Female,Scheduled Tribe,10.7
India,Tripura,"Financial Year (Apr - Mar), 2019",Total,Scheduled Tribe,13
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Male,All Categories,23.7
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Female,All Categories,26.9
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Total,All Categories,25.3
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Male,Scheduled Caste,21.4
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Female,Scheduled Caste,26.1
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Total,Scheduled Caste,23.6
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Male,Scheduled Tribe,38.1
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Female,Scheduled Tribe,39.9
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Total,Scheduled Tribe,39
India,Uttarakhand,"Financial Year (Apr - Mar), 2019",Male,All Categories,40.7
India,Uttarakhand,"Financial Year (Apr - Mar), 2019",Female,All Categories,42.3
India,Uttarakhand,"Financial Year (Apr - Mar), 2019",Total,All Categories,41.5
India,Uttarakhand,"Financial Year (Apr - Mar), 2019",Male,Scheduled Caste,29.7
India,Uttarakhand,"Financial Year (Apr - Mar), 2019",Female,Scheduled Caste,32.6
India,Uttarakhand,"Financial Year (Apr - Mar), 2019",Total,Scheduled Caste,31.1
India,Uttarakhand,"Financial Year (Apr - Mar), 2019",Male,Scheduled Tribe,45.6
India,Uttarakhand,"Financial Year (Apr - Mar), 2019",Female,Scheduled Tribe,46
India,Uttarakhand,"Financial Year (Apr - Mar), 2019",Total,Scheduled Tribe,45.8
India,West Bengal,"Financial Year (Apr - Mar), 2019",Male,All Categories,20.3
India,West Bengal,"Financial Year (Apr - Mar), 2019",Female,All Categories,19.6
India,West Bengal,"Financial Year (Apr - Mar), 2019",Total,All Categories,19.9
India,West Bengal,"Financial Year (Apr - Mar), 2019",Male,Scheduled Caste,15.1
India,West Bengal,"Financial Year (Apr - Mar), 2019",Female,Scheduled Caste,14.8
India,West Bengal,"Financial Year (Apr - Mar), 2019",Total,Scheduled Caste,14.9
India,West Bengal,"Financial Year (Apr - Mar), 2019",Male,Scheduled Tribe,11.4
India,West Bengal,"Financial Year (Apr - Mar), 2019",Female,Scheduled Tribe,10.6
India,West Bengal,"Financial Year (Apr - Mar), 2019",Total,Scheduled Tribe,11
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2018",Male,All Categories,20.3
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2018",Female,All Categories,26.1
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2018",Total,All Categories,23.2
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2018",Male,Scheduled Caste,
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2018",Female,Scheduled Caste,
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2018",Total,Scheduled Caste,
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2018",Male,Scheduled Tribe,11.1
