Country,State,Year,Gender,Category,"Gross Enrolment Ratio (Ger) In Higher Education (UOM:Ratio), Scaling Factor:1"
India,Karnataka,"Financial Year (Apr - Mar), 2016",Total,Scheduled Tribe,16.5
India,Kerala,"Financial Year (Apr - Mar), 2016",Male,All Categories,28.3
India,Kerala,"Financial Year (Apr - Mar), 2016",Female,All Categories,40.1
India,Kerala,"Financial Year (Apr - Mar), 2016",Total,All Categories,34.2
India,Kerala,"Financial Year (Apr - Mar), 2016",Male,Scheduled Caste,17
India,Kerala,"Financial Year (Apr - Mar), 2016",Female,Scheduled Caste,30.2
India,Kerala,"Financial Year (Apr - Mar), 2016",Total,Scheduled Caste,23.6
India,Kerala,"Financial Year (Apr - Mar), 2016",Male,Scheduled Tribe,15.4
India,Kerala,"Financial Year (Apr - Mar), 2016",Female,Scheduled Tribe,21
India,Kerala,"Financial Year (Apr - Mar), 2016",Total,Scheduled Tribe,18.3
India,Ladakh,"Financial Year (Apr - Mar), 2016",Male,All Categories,23.6
India,Ladakh,"Financial Year (Apr - Mar), 2016",Female,All Categories,27.7
India,Ladakh,"Financial Year (Apr - Mar), 2016",Total,All Categories,25.6
India,Ladakh,"Financial Year (Apr - Mar), 2016",Male,Scheduled Caste,13.7
India,Ladakh,"Financial Year (Apr - Mar), 2016",Female,Scheduled Caste,18.8
India,Ladakh,"Financial Year (Apr - Mar), 2016",Total,Scheduled Caste,16.1
India,Ladakh,"Financial Year (Apr - Mar), 2016",Male,Scheduled Tribe,11
India,Ladakh,"Financial Year (Apr - Mar), 2016",Female,Scheduled Tribe,10
India,Ladakh,"Financial Year (Apr - Mar), 2016",Total,Scheduled Tribe,10.5
India,Lakshadweep,"Financial Year (Apr - Mar), 2016",Male,All Categories,4.1
India,Lakshadweep,"Financial Year (Apr - Mar), 2016",Female,All Categories,10.6
India,Lakshadweep,"Financial Year (Apr - Mar), 2016",Total,All Categories,73
India,Lakshadweep,"Financial Year (Apr - Mar), 2016",Male,Scheduled Caste,
India,Lakshadweep,"Financial Year (Apr - Mar), 2016",Female,Scheduled Caste,
India,Lakshadweep,"Financial Year (Apr - Mar), 2016",Total,Scheduled Caste,
India,Lakshadweep,"Financial Year (Apr - Mar), 2016",Male,Scheduled Tribe,21
India,Lakshadweep,"Financial Year (Apr - Mar), 2016",Female,Scheduled Tribe,5.3
India,Lakshadweep,"Financial Year (Apr - Mar), 2016",Total,Scheduled Tribe,3.7
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2016",Male,All Categories,20.9
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2016",Female,All Categories,19
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2016",Total,All Categories,20
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2016",Male,Scheduled Caste,18.3
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2016",Female,Scheduled Caste,16.1
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2016",Total,Scheduled Caste,17.3
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2016",Male,Scheduled Tribe,10.4
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2016",Female,Scheduled Tribe,8.9
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2016",Total,Scheduled Tribe,9.7
India,Maharashtra,"Financial Year (Apr - Mar), 2016",Male,All Categories,32
India,Maharashtra,"Financial Year (Apr - Mar), 2016",Female,All Categories,28.2
India,Maharashtra,"Financial Year (Apr - Mar), 2016",Total,All Categories,30.2
India,Maharashtra,"Financial Year (Apr - Mar), 2016",Male,Scheduled Caste,31.9
India,Maharashtra,"Financial Year (Apr - Mar), 2016",Female,Scheduled Caste,28.1
India,Maharashtra,"Financial Year (Apr - Mar), 2016",Total,Scheduled Caste,30.1
India,Maharashtra,"Financial Year (Apr - Mar), 2016",Male,Scheduled Tribe,17.9
India,Maharashtra,"Financial Year (Apr - Mar), 2016",Female,Scheduled Tribe,11.7
India,Maharashtra,"Financial Year (Apr - Mar), 2016",Total,Scheduled Tribe,14.8
India,Manipur,"Financial Year (Apr - Mar), 2016",Male,All Categories,35.3
India,Manipur,"Financial Year (Apr - Mar), 2016",Female,All Categories,34.7
India,Manipur,"Financial Year (Apr - Mar), 2016",Total,All Categories,35
India,Manipur,"Financial Year (Apr - Mar), 2016",Male,Scheduled Caste,60.9
India,Manipur,"Financial Year (Apr - Mar), 2016",Female,Scheduled Caste,54.1
India,Manipur,"Financial Year (Apr - Mar), 2016",Total,Scheduled Caste,57.5
India,Manipur,"Financial Year (Apr - Mar), 2016",Male,Scheduled Tribe,21
India,Manipur,"Financial Year (Apr - Mar), 2016",Female,Scheduled Tribe,19.4
India,Manipur,"Financial Year (Apr - Mar), 2016",Total,Scheduled Tribe,20.2
India,Meghalaya,"Financial Year (Apr - Mar), 2016",Male,All Categories,23.1
India,Meghalaya,"Financial Year (Apr - Mar), 2016",Female,All Categories,23.8
India,Meghalaya,"Financial Year (Apr - Mar), 2016",Total,All Categories,23.5
India,Meghalaya,"Financial Year (Apr - Mar), 2016",Male,Scheduled Caste,51.4
India,Meghalaya,"Financial Year (Apr - Mar), 2016",Female,Scheduled Caste,44.5
India,Meghalaya,"Financial Year (Apr - Mar), 2016",Total,Scheduled Caste,48.1
India,Meghalaya,"Financial Year (Apr - Mar), 2016",Male,Scheduled Tribe,17.2
India,Meghalaya,"Financial Year (Apr - Mar), 2016",Female,Scheduled Tribe,21.2
India,Meghalaya,"Financial Year (Apr - Mar), 2016",Total,Scheduled Tribe,19.3
India,Mizoram,"Financial Year (Apr - Mar), 2016",Male,All Categories,25.3
India,Mizoram,"Financial Year (Apr - Mar), 2016",Female,All Categories,23.7
India,Mizoram,"Financial Year (Apr - Mar), 2016",Total,All Categories,24.5
India,Mizoram,"Financial Year (Apr - Mar), 2016",Male,Scheduled Caste,116.8
India,Mizoram,"Financial Year (Apr - Mar), 2016",Female,Scheduled Caste,95.1
India,Mizoram,"Financial Year (Apr - Mar), 2016",Total,Scheduled Caste,108.9
India,Mizoram,"Financial Year (Apr - Mar), 2016",Male,Scheduled Tribe,25.1
India,Mizoram,"Financial Year (Apr - Mar), 2016",Female,Scheduled Tribe,23.5
India,Mizoram,"Financial Year (Apr - Mar), 2016",Total,Scheduled Tribe,24.3
India,Nagaland,"Financial Year (Apr - Mar), 2016",Male,All Categories,16.1
India,Nagaland,"Financial Year (Apr - Mar), 2016",Female,All Categories,17
India,Nagaland,"Financial Year (Apr - Mar), 2016",Total,All Categories,16.6
India,Nagaland,"Financial Year (Apr - Mar), 2016",Male,Scheduled Caste,
India,Nagaland,"Financial Year (Apr - Mar), 2016",Female,Scheduled Caste,
India,Nagaland,"Financial Year (Apr - Mar), 2016",Total,Scheduled Caste,
India,Nagaland,"Financial Year (Apr - Mar), 2016",Male,Scheduled Tribe,15.1
India,Nagaland,"Financial Year (Apr - Mar), 2016",Female,Scheduled Tribe,16.8
India,Nagaland,"Financial Year (Apr - Mar), 2016",Total,Scheduled Tribe,16
India,Odisha,"Financial Year (Apr - Mar), 2016",Male,All Categories,23
India,Odisha,"Financial Year (Apr - Mar), 2016",Female,All Categories,18.9
India,Odisha,"Financial Year (Apr - Mar), 2016",Total,All Categories,21
India,Odisha,"Financial Year (Apr - Mar), 2016",Male,Scheduled Caste,20.1
India,Odisha,"Financial Year (Apr - Mar), 2016",Female,Scheduled Caste,14.7
India,Odisha,"Financial Year (Apr - Mar), 2016",Total,Scheduled Caste,17.4
India,Odisha,"Financial Year (Apr - Mar), 2016",Male,Scheduled Tribe,13.1
India,Odisha,"Financial Year (Apr - Mar), 2016",Female,Scheduled Tribe,9.7
India,Odisha,"Financial Year (Apr - Mar), 2016",Total,Scheduled Tribe,11.3
India,Puducherry,"Financial Year (Apr - Mar), 2016",Male,All Categories,41.8
India,Puducherry,"Financial Year (Apr - Mar), 2016",Female,All Categories,44.5
India,Puducherry,"Financial Year (Apr - Mar), 2016",Total,All Categories,43.1
India,Puducherry,"Financial Year (Apr - Mar), 2016",Male,Scheduled Caste,30.9
India,Puducherry,"Financial Year (Apr - Mar), 2016",Female,Scheduled Caste,33
India,Puducherry,"Financial Year (Apr - Mar), 2016",Total,Scheduled Caste,31.9
India,Puducherry,"Financial Year (Apr - Mar), 2016",Male,Scheduled Tribe,
India,Puducherry,"Financial Year (Apr - Mar), 2016",Female,Scheduled Tribe,
India,Puducherry,"Financial Year (Apr - Mar), 2016",Total,Scheduled Tribe,
India,Punjab,"Financial Year (Apr - Mar), 2016",Male,All Categories,27
India,Punjab,"Financial Year (Apr - Mar), 2016",Female,All Categories,30.6
India,Punjab,"Financial Year (Apr - Mar), 2016",Total,All Categories,28.6
India,Punjab,"Financial Year (Apr - Mar), 2016",Male,Scheduled Caste,19.4
India,Punjab,"Financial Year (Apr - Mar), 2016",Female,Scheduled Caste,21.7
India,Punjab,"Financial Year (Apr - Mar), 2016",Total,Scheduled Caste,20.4
India,Punjab,"Financial Year (Apr - Mar), 2016",Male,Scheduled Tribe,
India,Punjab,"Financial Year (Apr - Mar), 2016",Female,Scheduled Tribe,
India,Punjab,"Financial Year (Apr - Mar), 2016",Total,Scheduled Tribe,
India,Rajasthan,"Financial Year (Apr - Mar), 2016",Male,All Categories,21.6
India,Rajasthan,"Financial Year (Apr - Mar), 2016",Female,All Categories,19.3
India,Rajasthan,"Financial Year (Apr - Mar), 2016",Total,All Categories,20.5
India,Rajasthan,"Financial Year (Apr - Mar), 2016",Male,Scheduled Caste,17.4
India,Rajasthan,"Financial Year (Apr - Mar), 2016",Female,Scheduled Caste,14.5
India,Rajasthan,"Financial Year (Apr - Mar), 2016",Total,Scheduled Caste,16.1
India,Rajasthan,"Financial Year (Apr - Mar), 2016",Male,Scheduled Tribe,19.5
India,Rajasthan,"Financial Year (Apr - Mar), 2016",Female,Scheduled Tribe,16.2
India,Rajasthan,"Financial Year (Apr - Mar), 2016",Total,Scheduled Tribe,17.9
India,Sikkim,"Financial Year (Apr - Mar), 2016",Male,All Categories,33.9
India,Sikkim,"Financial Year (Apr - Mar), 2016",Female,All Categories,40.8
India,Sikkim,"Financial Year (Apr - Mar), 2016",Total,All Categories,37.3
India,Sikkim,"Financial Year (Apr - Mar), 2016",Male,Scheduled Caste,27.7
India,Sikkim,"Financial Year (Apr - Mar), 2016",Female,Scheduled Caste,24.9
India,Sikkim,"Financial Year (Apr - Mar), 2016",Total,Scheduled Caste,26.3
India,Sikkim,"Financial Year (Apr - Mar), 2016",Male,Scheduled Tribe,21.4
India,Sikkim,"Financial Year (Apr - Mar), 2016",Female,Scheduled Tribe,32.7
India,Sikkim,"Financial Year (Apr - Mar), 2016",Total,Scheduled Tribe,27.1
India,Tamil Nadu,"Financial Year (Apr - Mar), 2016",Male,All Categories,48.2
India,Tamil Nadu,"Financial Year (Apr - Mar), 2016",Female,All Categories,45.6
India,Tamil Nadu,"Financial Year (Apr - Mar), 2016",Total,All Categories,46.9
India,Tamil Nadu,"Financial Year (Apr - Mar), 2016",Male,Scheduled Caste,38.6
India,Tamil Nadu,"Financial Year (Apr - Mar), 2016",Female,Scheduled Caste,38
India,Tamil Nadu,"Financial Year (Apr - Mar), 2016",Total,Scheduled Caste,38.3
India,Tamil Nadu,"Financial Year (Apr - Mar), 2016",Male,Scheduled Tribe,44.7
India,Tamil Nadu,"Financial Year (Apr - Mar), 2016",Female,Scheduled Tribe,27.6
India,Tamil Nadu,"Financial Year (Apr - Mar), 2016",Total,Scheduled Tribe,36
India,Telangana,"Financial Year (Apr - Mar), 2016",Male,All Categories,38
India,Telangana,"Financial Year (Apr - Mar), 2016",Female,All Categories,33.6
India,Telangana,"Financial Year (Apr - Mar), 2016",Total,All Categories,35.8
India,Telangana,"Financial Year (Apr - Mar), 2016",Male,Scheduled Caste,34.9
India,Telangana,"Financial Year (Apr - Mar), 2016",Female,Scheduled Caste,33.3
India,Telangana,"Financial Year (Apr - Mar), 2016",Total,Scheduled Caste,34.1
India,Telangana,"Financial Year (Apr - Mar), 2016",Male,Scheduled Tribe,37.2
India,Telangana,"Financial Year (Apr - Mar), 2016",Female,Scheduled Tribe,28.3
India,Telangana,"Financial Year (Apr - Mar), 2016",Total,Scheduled Tribe,32.7
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2016",Male,All Categories,6.050000000000000000000
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2016",Female,All Categories,10.200000000000000000000
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2016",Total,All Categories,48.750000000000000000000
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2016",Male,Scheduled Caste,17.200000000000000000000
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2016",Female,Scheduled Caste,30.100000000000000000000
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2016",Total,Scheduled Caste,22.800000000000000000000
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2016",Male,Scheduled Tribe,9.350000000000000000000
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2016",Female,Scheduled Tribe,8.600000000000000000000
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2016",Total,Scheduled Tribe,8.950000000000000000000
India,Tripura,"Financial Year (Apr - Mar), 2016",Male,All Categories,21.5
India,Tripura,"Financial Year (Apr - Mar), 2016",Female,All Categories,16.8
India,Tripura,"Financial Year (Apr - Mar), 2016",Total,All Categories,19.1
India,Tripura,"Financial Year (Apr - Mar), 2016",Male,Scheduled Caste,20.5
India,Tripura,"Financial Year (Apr - Mar), 2016",Female,Scheduled Caste,15.3
India,Tripura,"Financial Year (Apr - Mar), 2016",Total,Scheduled Caste,17.9
India,Tripura,"Financial Year (Apr - Mar), 2016",Male,Scheduled Tribe,15.2
India,Tripura,"Financial Year (Apr - Mar), 2016",Female,Scheduled Tribe,12.3
India,Tripura,"Financial Year (Apr - Mar), 2016",Total,Scheduled Tribe,13.7
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2016",Male,All Categories,24.6
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2016",Female,All Categories,25.3
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2016",Total,All Categories,24.9
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2016",Male,Scheduled Caste,20.9
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2016",Female,Scheduled Caste,21.3
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2016",Total,Scheduled Caste,21.1
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2016",Male,Scheduled Tribe,37.9
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2016",Female,Scheduled Tribe,28.7
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2016",Total,Scheduled Tribe,33.3
India,Uttarakhand,"Financial Year (Apr - Mar), 2016",Male,All Categories,33.8
India,Uttarakhand,"Financial Year (Apr - Mar), 2016",Female,All Categories,33
India,Uttarakhand,"Financial Year (Apr - Mar), 2016",Total,All Categories,33.4
India,Uttarakhand,"Financial Year (Apr - Mar), 2016",Male,Scheduled Caste,24.1
India,Uttarakhand,"Financial Year (Apr - Mar), 2016",Female,Scheduled Caste,23.7
India,Uttarakhand,"Financial Year (Apr - Mar), 2016",Total,Scheduled Caste,23.9
India,Uttarakhand,"Financial Year (Apr - Mar), 2016",Male,Scheduled Tribe,39.9
India,Uttarakhand,"Financial Year (Apr - Mar), 2016",Female,Scheduled Tribe,40.4
India,Uttarakhand,"Financial Year (Apr - Mar), 2016",Total,Scheduled Tribe,40.2
India,West Bengal,"Financial Year (Apr - Mar), 2016",Male,All Categories,19.8
India,West Bengal,"Financial Year (Apr - Mar), 2016",Female,All Categories,17.2
India,West Bengal,"Financial Year (Apr - Mar), 2016",Total,All Categories,18.5
India,West Bengal,"Financial Year (Apr - Mar), 2016",Male,Scheduled Caste,14.8
India,West Bengal,"Financial Year (Apr - Mar), 2016",Female,Scheduled Caste,12.2
India,West Bengal,"Financial Year (Apr - Mar), 2016",Total,Scheduled Caste,13.5
India,West Bengal,"Financial Year (Apr - Mar), 2016",Male,Scheduled Tribe,11.5
India,West Bengal,"Financial Year (Apr - Mar), 2016",Female,Scheduled Tribe,8.9
India,West Bengal,"Financial Year (Apr - Mar), 2016",Total,Scheduled Tribe,10.1
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2015",Male,All Categories,22.3
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2015",Female,All Categories,24.7
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2015",Total,All Categories,23.5
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2015",Male,Scheduled Caste,
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2015",Female,Scheduled Caste,
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2015",Total,Scheduled Caste,
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2015",Male,Scheduled Tribe,11
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2015",Female,Scheduled Tribe,13.6
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2015",Total,Scheduled Tribe,12.3
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2015",Male,All Categories,34.7
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2015",Female,All Categories,26.9
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2015",Total,All Categories,30.8
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2015",Male,Scheduled Caste,28.6
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2015",Female,Scheduled Caste,22.4
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2015",Total,Scheduled Caste,25.5
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2015",Male,Scheduled Tribe,27.4
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2015",Female,Scheduled Tribe,19.8
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2015",Total,Scheduled Tribe,23.4
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2015",Male,All Categories,28.8
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2015",Female,All Categories,28.5
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2015",Total,All Categories,28.7
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2015",Male,Scheduled Caste,
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2015",Female,Scheduled Caste,
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2015",Total,Scheduled Caste,
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2015",Male,Scheduled Tribe,34.4
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2015",Female,Scheduled Tribe,33.2
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2015",Total,Scheduled Tribe,33.8
India,Assam,"Financial Year (Apr - Mar), 2015",Male,All Categories,16.2
India,Assam,"Financial Year (Apr - Mar), 2015",Female,All Categories,14.7
India,Assam,"Financial Year (Apr - Mar), 2015",Total,All Categories,15.4
India,Assam,"Financial Year (Apr - Mar), 2015",Male,Scheduled Caste,17.5
India,Assam,"Financial Year (Apr - Mar), 2015",Female,Scheduled Caste,16
India,Assam,"Financial Year (Apr - Mar), 2015",Total,Scheduled Caste,16.8
India,Assam,"Financial Year (Apr - Mar), 2015",Male,Scheduled Tribe,20.8
India,Assam,"Financial Year (Apr - Mar), 2015",Female,Scheduled Tribe,18
India,Assam,"Financial Year (Apr - Mar), 2015",Total,Scheduled Tribe,19.3
India,Bihar,"Financial Year (Apr - Mar), 2015",Male,All Categories,15.8
India,Bihar,"Financial Year (Apr - Mar), 2015",Female,All Categories,12.6
India,Bihar,"Financial Year (Apr - Mar), 2015",Total,All Categories,14.3
India,Bihar,"Financial Year (Apr - Mar), 2015",Male,Scheduled Caste,11.4
India,Bihar,"Financial Year (Apr - Mar), 2015",Female,Scheduled Caste,7.1
India,Bihar,"Financial Year (Apr - Mar), 2015",Total,Scheduled Caste,9.3
India,Bihar,"Financial Year (Apr - Mar), 2015",Male,Scheduled Tribe,13.4
India,Bihar,"Financial Year (Apr - Mar), 2015",Female,Scheduled Tribe,11.2
India,Bihar,"Financial Year (Apr - Mar), 2015",Total,Scheduled Tribe,12.3
India,Chandigarh,"Financial Year (Apr - Mar), 2015",Male,All Categories,48.4
India,Chandigarh,"Financial Year (Apr - Mar), 2015",Female,All Categories,70.4
India,Chandigarh,"Financial Year (Apr - Mar), 2015",Total,All Categories,57.6
India,Chandigarh,"Financial Year (Apr - Mar), 2015",Male,Scheduled Caste,28.6
India,Chandigarh,"Financial Year (Apr - Mar), 2015",Female,Scheduled Caste,37.8
India,Chandigarh,"Financial Year (Apr - Mar), 2015",Total,Scheduled Caste,32.7
India,Chandigarh,"Financial Year (Apr - Mar), 2015",Male,Scheduled Tribe,
India,Chandigarh,"Financial Year (Apr - Mar), 2015",Female,Scheduled Tribe,
India,Chandigarh,"Financial Year (Apr - Mar), 2015",Total,Scheduled Tribe,
India,Chhattisgarh,"Financial Year (Apr - Mar), 2015",Male,All Categories,15.7
India,Chhattisgarh,"Financial Year (Apr - Mar), 2015",Female,All Categories,14.6
India,Chhattisgarh,"Financial Year (Apr - Mar), 2015",Total,All Categories,15.1
India,Chhattisgarh,"Financial Year (Apr - Mar), 2015",Male,Scheduled Caste,15.6
India,Chhattisgarh,"Financial Year (Apr - Mar), 2015",Female,Scheduled Caste,13.8
India,Chhattisgarh,"Financial Year (Apr - Mar), 2015",Total,Scheduled Caste,14.7
India,Chhattisgarh,"Financial Year (Apr - Mar), 2015",Male,Scheduled Tribe,9.5
India,Chhattisgarh,"Financial Year (Apr - Mar), 2015",Female,Scheduled Tribe,9.1
India,Chhattisgarh,"Financial Year (Apr - Mar), 2015",Total,Scheduled Tribe,9.3
India,Delhi,"Financial Year (Apr - Mar), 2015",Male,All Categories,43
India,Delhi,"Financial Year (Apr - Mar), 2015",Female,All Categories,48.2
India,Delhi,"Financial Year (Apr - Mar), 2015",Total,All Categories,45.4
India,Delhi,"Financial Year (Apr - Mar), 2015",Male,Scheduled Caste,30.2
India,Delhi,"Financial Year (Apr - Mar), 2015",Female,Scheduled Caste,28.6
India,Delhi,"Financial Year (Apr - Mar), 2015",Total,Scheduled Caste,29.5
India,Delhi,"Financial Year (Apr - Mar), 2015",Male,Scheduled Tribe,
India,Delhi,"Financial Year (Apr - Mar), 2015",Female,Scheduled Tribe,
India,Delhi,"Financial Year (Apr - Mar), 2015",Total,Scheduled Tribe,
India,Goa,"Financial Year (Apr - Mar), 2015",Male,All Categories,25
India,Goa,"Financial Year (Apr - Mar), 2015",Female,All Categories,30.9
India,Goa,"Financial Year (Apr - Mar), 2015",Total,All Categories,27.6
India,Goa,"Financial Year (Apr - Mar), 2015",Male,Scheduled Caste,27.7
India,Goa,"Financial Year (Apr - Mar), 2015",Female,Scheduled Caste,26.7
India,Goa,"Financial Year (Apr - Mar), 2015",Total,Scheduled Caste,27.2
India,Goa,"Financial Year (Apr - Mar), 2015",Male,Scheduled Tribe,17.3
India,Goa,"Financial Year (Apr - Mar), 2015",Female,Scheduled Tribe,24.1
India,Goa,"Financial Year (Apr - Mar), 2015",Total,Scheduled Tribe,20.6
India,Gujarat,"Financial Year (Apr - Mar), 2015",Male,All Categories,22.9
India,Gujarat,"Financial Year (Apr - Mar), 2015",Female,All Categories,18.3
India,Gujarat,"Financial Year (Apr - Mar), 2015",Total,All Categories,20.7
India,Gujarat,"Financial Year (Apr - Mar), 2015",Male,Scheduled Caste,27.7
India,Gujarat,"Financial Year (Apr - Mar), 2015",Female,Scheduled Caste,23.1
India,Gujarat,"Financial Year (Apr - Mar), 2015",Total,Scheduled Caste,25.5
India,Gujarat,"Financial Year (Apr - Mar), 2015",Male,Scheduled Tribe,13.4
India,Gujarat,"Financial Year (Apr - Mar), 2015",Female,Scheduled Tribe,13
India,Gujarat,"Financial Year (Apr - Mar), 2015",Total,Scheduled Tribe,13.2
India,Haryana,"Financial Year (Apr - Mar), 2015",Male,All Categories,25.9
India,Haryana,"Financial Year (Apr - Mar), 2015",Female,All Categories,26.4
India,Haryana,"Financial Year (Apr - Mar), 2015",Total,All Categories,26.1
India,Haryana,"Financial Year (Apr - Mar), 2015",Male,Scheduled Caste,17.3
India,Haryana,"Financial Year (Apr - Mar), 2015",Female,Scheduled Caste,16.7
India,Haryana,"Financial Year (Apr - Mar), 2015",Total,Scheduled Caste,17
India,Haryana,"Financial Year (Apr - Mar), 2015",Male,Scheduled Tribe,
India,Haryana,"Financial Year (Apr - Mar), 2015",Female,Scheduled Tribe,
India,Haryana,"Financial Year (Apr - Mar), 2015",Total,Scheduled Tribe,
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2015",Male,All Categories,29.6
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2015",Female,All Categories,35.5
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2015",Total,All Categories,32.5
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2015",Male,Scheduled Caste,20
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2015",Female,Scheduled Caste,22.3
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2015",Total,Scheduled Caste,21.1
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2015",Male,Scheduled Tribe,30.8
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2015",Female,Scheduled Tribe,32.7
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2015",Total,Scheduled Tribe,31.8
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2015",Male,All Categories,23.5
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2015",Female,All Categories,26.2
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2015",Total,All Categories,24.8
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2015",Male,Scheduled Caste,13.6
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2015",Female,Scheduled Caste,17.9
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2015",Total,Scheduled Caste,15.7
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2015",Male,Scheduled Tribe,10.2
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2015",Female,Scheduled Tribe,8.8
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2015",Total,Scheduled Tribe,9.5
India,Jharkhand,"Financial Year (Apr - Mar), 2015",Male,All Categories,16.2
India,Jharkhand,"Financial Year (Apr - Mar), 2015",Female,All Categories,14.8
India,Jharkhand,"Financial Year (Apr - Mar), 2015",Total,All Categories,15.5
India,Jharkhand,"Financial Year (Apr - Mar), 2015",Male,Scheduled Caste,13.1
India,Jharkhand,"Financial Year (Apr - Mar), 2015",Female,Scheduled Caste,10.6
India,Jharkhand,"Financial Year (Apr - Mar), 2015",Total,Scheduled Caste,11.9
India,Jharkhand,"Financial Year (Apr - Mar), 2015",Male,Scheduled Tribe,10.2
India,Jharkhand,"Financial Year (Apr - Mar), 2015",Female,Scheduled Tribe,10.8
India,Jharkhand,"Financial Year (Apr - Mar), 2015",Total,Scheduled Tribe,10.5
India,Karnataka,"Financial Year (Apr - Mar), 2015",Male,All Categories,26.3
India,Karnataka,"Financial Year (Apr - Mar), 2015",Female,All Categories,25.9
India,Karnataka,"Financial Year (Apr - Mar), 2015",Total,All Categories,26.1
India,Karnataka,"Financial Year (Apr - Mar), 2015",Male,Scheduled Caste,19.3
India,Karnataka,"Financial Year (Apr - Mar), 2015",Female,Scheduled Caste,18
India,Karnataka,"Financial Year (Apr - Mar), 2015",Total,Scheduled Caste,18.7
