Country,Year,Month,Service Area,"Tele-Density Service Area-Wise (UOM:Number), Scaling Factor:1000000"
India,"Financial Year (Apr - Mar), 2017","January, 2018",Gujarat,111.34
India,"Financial Year (Apr - Mar), 2017","January, 2018",Haryana,92.18
India,"Financial Year (Apr - Mar), 2017","January, 2018",Himachal Pradesh,136.78
India,"Financial Year (Apr - Mar), 2017","January, 2018",Jammu & Kashmir,100.16
India,"Financial Year (Apr - Mar), 2017","January, 2018",Karnataka,109.67
India,"Financial Year (Apr - Mar), 2017","January, 2018",Kerala,119.35
India,"Financial Year (Apr - Mar), 2017","January, 2018",Madhya Pradesh,65.98
India,"Financial Year (Apr - Mar), 2017","January, 2018",Maharashtra,94.43
India,"Financial Year (Apr - Mar), 2017","January, 2018",North East,91.06
India,"Financial Year (Apr - Mar), 2017","January, 2018",Odisha,77.3
India,"Financial Year (Apr - Mar), 2017","January, 2018",Punjab,121.59
India,"Financial Year (Apr - Mar), 2017","January, 2018",Rajasthan,86.88
India,"Financial Year (Apr - Mar), 2017","January, 2018",Tamil Nadu,124.34
India,"Financial Year (Apr - Mar), 2017","January, 2018",Uttar Pradesh,69.7
India,"Financial Year (Apr - Mar), 2017","January, 2018",West Bengal,70.68
India,"Financial Year (Apr - Mar), 2017","January, 2018",Kolkata,172.72
India,"Financial Year (Apr - Mar), 2017","January, 2018",Delhi,252.73
India,"Financial Year (Apr - Mar), 2017","January, 2018",Mumbai,164.74
India,"Financial Year (Apr - Mar), 2017","December, 2017",Andhra Pradesh,95.83
India,"Financial Year (Apr - Mar), 2017","December, 2017",Assam,69.02
India,"Financial Year (Apr - Mar), 2017","December, 2017",Bihar,60.3
India,"Financial Year (Apr - Mar), 2017","December, 2017",Gujarat,110.75
India,"Financial Year (Apr - Mar), 2017","December, 2017",Haryana,91.43
India,"Financial Year (Apr - Mar), 2017","December, 2017",Himachal Pradesh,149.16
India,"Financial Year (Apr - Mar), 2017","December, 2017",Jammu & Kashmir,104.7
India,"Financial Year (Apr - Mar), 2017","December, 2017",Karnataka,109.65
India,"Financial Year (Apr - Mar), 2017","December, 2017",Kerala,119.08
India,"Financial Year (Apr - Mar), 2017","December, 2017",Madhya Pradesh,70.47
India,"Financial Year (Apr - Mar), 2017","December, 2017",Maharashtra,94.55
India,"Financial Year (Apr - Mar), 2017","December, 2017",North East,91.38
India,"Financial Year (Apr - Mar), 2017","December, 2017",Odisha,79.76
India,"Financial Year (Apr - Mar), 2017","December, 2017",Punjab,123.63
India,"Financial Year (Apr - Mar), 2017","December, 2017",Rajasthan,88.94
India,"Financial Year (Apr - Mar), 2017","December, 2017",Tamil Nadu,124.56
India,"Financial Year (Apr - Mar), 2017","December, 2017",Uttar Pradesh,69.73
India,"Financial Year (Apr - Mar), 2017","December, 2017",West Bengal,72.86
India,"Financial Year (Apr - Mar), 2017","December, 2017",Kolkata,185.97
India,"Financial Year (Apr - Mar), 2017","December, 2017",Delhi,262.14
India,"Financial Year (Apr - Mar), 2017","December, 2017",Mumbai,171.47
India,"Financial Year (Apr - Mar), 2017","November, 2017",Andhra Pradesh,95.56
India,"Financial Year (Apr - Mar), 2017","November, 2017",Assam,68.41
India,"Financial Year (Apr - Mar), 2017","November, 2017",Bihar,60.13
India,"Financial Year (Apr - Mar), 2017","November, 2017",Gujarat,110.0
India,"Financial Year (Apr - Mar), 2017","November, 2017",Haryana,90.11
India,"Financial Year (Apr - Mar), 2017","November, 2017",Himachal Pradesh,153.96
India,"Financial Year (Apr - Mar), 2017","November, 2017",Jammu & Kashmir,103.82
India,"Financial Year (Apr - Mar), 2017","November, 2017",Karnataka,108.99
India,"Financial Year (Apr - Mar), 2017","November, 2017",Kerala,118.58
India,"Financial Year (Apr - Mar), 2017","November, 2017",Madhya Pradesh,69.47
India,"Financial Year (Apr - Mar), 2017","November, 2017",Maharashtra,94.47
India,"Financial Year (Apr - Mar), 2017","November, 2017",North East,91.22
India,"Financial Year (Apr - Mar), 2017","November, 2017",Odisha,79.58
India,"Financial Year (Apr - Mar), 2017","November, 2017",Punjab,123.62
India,"Financial Year (Apr - Mar), 2017","November, 2017",Rajasthan,88.79
India,"Financial Year (Apr - Mar), 2017","November, 2017",Tamil Nadu,124.38
India,"Financial Year (Apr - Mar), 2017","November, 2017",Uttar Pradesh,69.66
India,"Financial Year (Apr - Mar), 2017","November, 2017",West Bengal,72.9
India,"Financial Year (Apr - Mar), 2017","November, 2017",Kolkata,184.56
India,"Financial Year (Apr - Mar), 2017","November, 2017",Delhi,259.14
India,"Financial Year (Apr - Mar), 2017","November, 2017",Mumbai,169.97
India,"Financial Year (Apr - Mar), 2017","October, 2017",Andhra Pradesh,97.33
India,"Financial Year (Apr - Mar), 2017","October, 2017",Assam,67.92
India,"Financial Year (Apr - Mar), 2017","October, 2017",Bihar,59.93
India,"Financial Year (Apr - Mar), 2017","October, 2017",Gujarat,109.56
India,"Financial Year (Apr - Mar), 2017","October, 2017",Haryana,91.75
India,"Financial Year (Apr - Mar), 2017","October, 2017",Himachal Pradesh,152.02
India,"Financial Year (Apr - Mar), 2017","October, 2017",Jammu & Kashmir,102.51
India,"Financial Year (Apr - Mar), 2017","October, 2017",Karnataka,114.39
India,"Financial Year (Apr - Mar), 2017","October, 2017",Kerala,120.53
India,"Financial Year (Apr - Mar), 2017","October, 2017",Madhya Pradesh,68.52
India,"Financial Year (Apr - Mar), 2017","October, 2017",Maharashtra,95.58
India,"Financial Year (Apr - Mar), 2017","October, 2017",North East,91.95
India,"Financial Year (Apr - Mar), 2017","October, 2017",Odisha,79.5
India,"Financial Year (Apr - Mar), 2017","October, 2017",Punjab,122.61
India,"Financial Year (Apr - Mar), 2017","October, 2017",Rajasthan,89.02
India,"Financial Year (Apr - Mar), 2017","October, 2017",Tamil Nadu,129.62
India,"Financial Year (Apr - Mar), 2017","October, 2017",Uttar Pradesh,73.05
India,"Financial Year (Apr - Mar), 2017","October, 2017",West Bengal,73.37
India,"Financial Year (Apr - Mar), 2017","October, 2017",Kolkata,185.35
India,"Financial Year (Apr - Mar), 2017","October, 2017",Delhi,259.0
India,"Financial Year (Apr - Mar), 2017","October, 2017",Mumbai,168.58
India,"Financial Year (Apr - Mar), 2017","September, 2017",Andhra Pradesh,97.14
India,"Financial Year (Apr - Mar), 2017","September, 2017",Assam,67.62
India,"Financial Year (Apr - Mar), 2017","September, 2017",Bihar,60.63
India,"Financial Year (Apr - Mar), 2017","September, 2017",Gujarat,108.71
India,"Financial Year (Apr - Mar), 2017","September, 2017",Haryana,91.83
India,"Financial Year (Apr - Mar), 2017","September, 2017",Himachal Pradesh,151.76
India,"Financial Year (Apr - Mar), 2017","September, 2017",Jammu & Kashmir,100.56
India,"Financial Year (Apr - Mar), 2017","September, 2017",Karnataka,115.09
India,"Financial Year (Apr - Mar), 2017","September, 2017",Kerala,119.99
India,"Financial Year (Apr - Mar), 2017","September, 2017",Madhya Pradesh,68.44
India,"Financial Year (Apr - Mar), 2017","September, 2017",Maharashtra,96.05
India,"Financial Year (Apr - Mar), 2017","September, 2017",North East,92.25
India,"Financial Year (Apr - Mar), 2017","September, 2017",Odisha,80.79
India,"Financial Year (Apr - Mar), 2017","September, 2017",Punjab,121.81
India,"Financial Year (Apr - Mar), 2017","September, 2017",Rajasthan,90.65
India,"Financial Year (Apr - Mar), 2017","September, 2017",Tamil Nadu,130.14
India,"Financial Year (Apr - Mar), 2017","September, 2017",Uttar Pradesh,73.89
India,"Financial Year (Apr - Mar), 2017","September, 2017",West Bengal,74.0
India,"Financial Year (Apr - Mar), 2017","September, 2017",Kolkata,189.94
India,"Financial Year (Apr - Mar), 2017","September, 2017",Delhi,260.52
India,"Financial Year (Apr - Mar), 2017","September, 2017",Mumbai,168.74
India,"Financial Year (Apr - Mar), 2017","August, 2017",Andhra Pradesh,97.06
India,"Financial Year (Apr - Mar), 2017","August, 2017",Assam,67.34
India,"Financial Year (Apr - Mar), 2017","August, 2017",Bihar,61.02
India,"Financial Year (Apr - Mar), 2017","August, 2017",Gujarat,114.42
India,"Financial Year (Apr - Mar), 2017","August, 2017",Haryana,91.17
India,"Financial Year (Apr - Mar), 2017","August, 2017",Himachal Pradesh,151.0
India,"Financial Year (Apr - Mar), 2017","August, 2017",Jammu & Kashmir,100.22
India,"Financial Year (Apr - Mar), 2017","August, 2017",Karnataka,115.4
India,"Financial Year (Apr - Mar), 2017","August, 2017",Kerala,118.77
India,"Financial Year (Apr - Mar), 2017","August, 2017",Madhya Pradesh,68.48
India,"Financial Year (Apr - Mar), 2017","August, 2017",Maharashtra,95.94
India,"Financial Year (Apr - Mar), 2017","August, 2017",North East,92.14
India,"Financial Year (Apr - Mar), 2017","August, 2017",Odisha,81.05
India,"Financial Year (Apr - Mar), 2017","August, 2017",Punjab,121.27
India,"Financial Year (Apr - Mar), 2017","August, 2017",Rajasthan,91.16
India,"Financial Year (Apr - Mar), 2017","August, 2017",Tamil Nadu,129.53
India,"Financial Year (Apr - Mar), 2017","August, 2017",Uttar Pradesh,74.42
India,"Financial Year (Apr - Mar), 2017","August, 2017",West Bengal,73.84
India,"Financial Year (Apr - Mar), 2017","August, 2017",Kolkata,189.54
India,"Financial Year (Apr - Mar), 2017","August, 2017",Delhi,260.66
India,"Financial Year (Apr - Mar), 2017","August, 2017",Mumbai,167.37
India,"Financial Year (Apr - Mar), 2017","July, 2017",Andhra Pradesh,97.16
India,"Financial Year (Apr - Mar), 2017","July, 2017",Assam,67.81
India,"Financial Year (Apr - Mar), 2017","July, 2017",Bihar,61.46
India,"Financial Year (Apr - Mar), 2017","July, 2017",Gujarat,113.1
India,"Financial Year (Apr - Mar), 2017","July, 2017",Haryana,113.55
India,"Financial Year (Apr - Mar), 2017","July, 2017",Himachal Pradesh,179.96
India,"Financial Year (Apr - Mar), 2017","July, 2017",Jammu & Kashmir,98.51
India,"Financial Year (Apr - Mar), 2017","July, 2017",Karnataka,104.31
India,"Financial Year (Apr - Mar), 2017","July, 2017",Kerala,128.27
India,"Financial Year (Apr - Mar), 2017","July, 2017",Madhya Pradesh,64.81
India,"Financial Year (Apr - Mar), 2017","July, 2017",Maharashtra,91.3
India,"Financial Year (Apr - Mar), 2017","July, 2017",North East,138.29
India,"Financial Year (Apr - Mar), 2017","July, 2017",Odisha,95.16
India,"Financial Year (Apr - Mar), 2017","July, 2017",Punjab,121.71
India,"Financial Year (Apr - Mar), 2017","July, 2017",Rajasthan,84.41
India,"Financial Year (Apr - Mar), 2017","July, 2017",Tamil Nadu,121.46
India,"Financial Year (Apr - Mar), 2017","July, 2017",Uttar Pradesh,73.54
India,"Financial Year (Apr - Mar), 2017","July, 2017",West Bengal,80.64
India,"Financial Year (Apr - Mar), 2017","July, 2017",Kolkata,213.89
India,"Financial Year (Apr - Mar), 2017","July, 2017",Delhi,254.17
India,"Financial Year (Apr - Mar), 2017","July, 2017",Mumbai,160.95
India,"Financial Year (Apr - Mar), 2017","June, 2017",Andhra Pradesh,97.86
India,"Financial Year (Apr - Mar), 2017","June, 2017",Assam,67.77
India,"Financial Year (Apr - Mar), 2017","June, 2017",Bihar,61.81
India,"Financial Year (Apr - Mar), 2017","June, 2017",Gujarat,114.05
India,"Financial Year (Apr - Mar), 2017","June, 2017",Haryana,92.87
India,"Financial Year (Apr - Mar), 2017","June, 2017",Himachal Pradesh,150.59
India,"Financial Year (Apr - Mar), 2017","June, 2017",Jammu & Kashmir,99.15
India,"Financial Year (Apr - Mar), 2017","June, 2017",Karnataka,113.96
India,"Financial Year (Apr - Mar), 2017","June, 2017",Kerala,116.34
India,"Financial Year (Apr - Mar), 2017","June, 2017",Madhya Pradesh,68.14
India,"Financial Year (Apr - Mar), 2017","June, 2017",Maharashtra,96.81
India,"Financial Year (Apr - Mar), 2017","June, 2017",North East,91.62
India,"Financial Year (Apr - Mar), 2017","June, 2017",Odisha,81.56
India,"Financial Year (Apr - Mar), 2017","June, 2017",Punjab,121.41
India,"Financial Year (Apr - Mar), 2017","June, 2017",Rajasthan,92.56
India,"Financial Year (Apr - Mar), 2017","June, 2017",Tamil Nadu,129.54
India,"Financial Year (Apr - Mar), 2017","June, 2017",Uttar Pradesh,74.94
India,"Financial Year (Apr - Mar), 2017","June, 2017",West Bengal,74.43
India,"Financial Year (Apr - Mar), 2017","June, 2017",Kolkata,188.82
India,"Financial Year (Apr - Mar), 2017","June, 2017",Delhi,261.33
India,"Financial Year (Apr - Mar), 2017","June, 2017",Mumbai,166.71
India,"Financial Year (Apr - Mar), 2017","May, 2017",Andhra Pradesh,97.54
India,"Financial Year (Apr - Mar), 2017","May, 2017",Assam,67.72
India,"Financial Year (Apr - Mar), 2017","May, 2017",Bihar,61.69
India,"Financial Year (Apr - Mar), 2017","May, 2017",Gujarat,113.65
India,"Financial Year (Apr - Mar), 2017","May, 2017",Haryana,92.06
India,"Financial Year (Apr - Mar), 2017","May, 2017",Himachal Pradesh,149.74
India,"Financial Year (Apr - Mar), 2017","May, 2017",Jammu & Kashmir,98.05
India,"Financial Year (Apr - Mar), 2017","May, 2017",Karnataka,113.4
India,"Financial Year (Apr - Mar), 2017","May, 2017",Kerala,115.67
India,"Financial Year (Apr - Mar), 2017","May, 2017",Madhya Pradesh,67.6
India,"Financial Year (Apr - Mar), 2017","May, 2017",Maharashtra,96.2
India,"Financial Year (Apr - Mar), 2017","May, 2017",North East,90.68
India,"Financial Year (Apr - Mar), 2017","May, 2017",Odisha,81.46
India,"Financial Year (Apr - Mar), 2017","May, 2017",Punjab,120.19
India,"Financial Year (Apr - Mar), 2017","May, 2017",Rajasthan,92.28
India,"Financial Year (Apr - Mar), 2017","May, 2017",Tamil Nadu,128.97
India,"Financial Year (Apr - Mar), 2017","May, 2017",Uttar Pradesh,74.83
India,"Financial Year (Apr - Mar), 2017","May, 2017",West Bengal,74.25
India,"Financial Year (Apr - Mar), 2017","May, 2017",Kolkata,188.58
India,"Financial Year (Apr - Mar), 2017","May, 2017",Delhi,260.31
India,"Financial Year (Apr - Mar), 2017","May, 2017",Mumbai,166.16
India,"Financial Year (Apr - Mar), 2017","April, 2017",Andhra Pradesh,97.6
India,"Financial Year (Apr - Mar), 2017","April, 2017",Assam,67.13
India,"Financial Year (Apr - Mar), 2017","April, 2017",Bihar,61.18
India,"Financial Year (Apr - Mar), 2017","April, 2017",Gujarat,114.04
India,"Financial Year (Apr - Mar), 2017","April, 2017",Haryana,90.89
India,"Financial Year (Apr - Mar), 2017","April, 2017",Himachal Pradesh,147.86
India,"Financial Year (Apr - Mar), 2017","April, 2017",Jammu & Kashmir,96.65
India,"Financial Year (Apr - Mar), 2017","April, 2017",Karnataka,113.18
India,"Financial Year (Apr - Mar), 2017","April, 2017",Kerala,115.09
India,"Financial Year (Apr - Mar), 2017","April, 2017",Madhya Pradesh,67.57
India,"Financial Year (Apr - Mar), 2017","April, 2017",Maharashtra,96.35
India,"Financial Year (Apr - Mar), 2017","April, 2017",North East,89.85
India,"Financial Year (Apr - Mar), 2017","April, 2017",Odisha,81.06
India,"Financial Year (Apr - Mar), 2017","April, 2017",Punjab,119.26
India,"Financial Year (Apr - Mar), 2017","April, 2017",Rajasthan,91.82
India,"Financial Year (Apr - Mar), 2017","April, 2017",Tamil Nadu,128.56
India,"Financial Year (Apr - Mar), 2017","April, 2017",Uttar Pradesh,74.12
India,"Financial Year (Apr - Mar), 2017","April, 2017",West Bengal,73.99
India,"Financial Year (Apr - Mar), 2017","April, 2017",Kolkata,188.49
India,"Financial Year (Apr - Mar), 2017","April, 2017",Delhi,258.93
India,"Financial Year (Apr - Mar), 2017","April, 2017",Mumbai,166.69
India,"Financial Year (Apr - Mar), 2016","March, 2017",Andhra Pradesh,97.18
India,"Financial Year (Apr - Mar), 2016","March, 2017",Assam,66.97
India,"Financial Year (Apr - Mar), 2016","March, 2017",Bihar,60.99
India,"Financial Year (Apr - Mar), 2016","March, 2017",Gujarat,113.71
India,"Financial Year (Apr - Mar), 2016","March, 2017",Haryana,91.01
India,"Financial Year (Apr - Mar), 2016","March, 2017",Himachal Pradesh,147.86
India,"Financial Year (Apr - Mar), 2016","March, 2017",Jammu & Kashmir,95.91
India,"Financial Year (Apr - Mar), 2016","March, 2017",Karnataka,113.39
India,"Financial Year (Apr - Mar), 2016","March, 2017",Kerala,114.75
India,"Financial Year (Apr - Mar), 2016","March, 2017",Madhya Pradesh,67.07
India,"Financial Year (Apr - Mar), 2016","March, 2017",Maharashtra,95.88
India,"Financial Year (Apr - Mar), 2016","March, 2017",North East,89.94
India,"Financial Year (Apr - Mar), 2016","March, 2017",Odisha,80.74
India,"Financial Year (Apr - Mar), 2016","March, 2017",Punjab,118.28
India,"Financial Year (Apr - Mar), 2016","March, 2017",Rajasthan,92.02
India,"Financial Year (Apr - Mar), 2016","March, 2017",Tamil Nadu,128.41
India,"Financial Year (Apr - Mar), 2016","March, 2017",Uttar Pradesh,74.03
India,"Financial Year (Apr - Mar), 2016","March, 2017",West Bengal,73.59
India,"Financial Year (Apr - Mar), 2016","March, 2017",Kolkata,188.37
India,"Financial Year (Apr - Mar), 2016","March, 2017",Delhi,257.76
India,"Financial Year (Apr - Mar), 2016","March, 2017",Mumbai,166.77
India,"Financial Year (Apr - Mar), 2016","February, 2017",Andhra Pradesh,96.44
India,"Financial Year (Apr - Mar), 2016","February, 2017",Assam,65.97
India,"Financial Year (Apr - Mar), 2016","February, 2017",Bihar,60.31
India,"Financial Year (Apr - Mar), 2016","February, 2017",Gujarat,112.68
India,"Financial Year (Apr - Mar), 2016","February, 2017",Haryana,90.14
India,"Financial Year (Apr - Mar), 2016","February, 2017",Himachal Pradesh,146.06
India,"Financial Year (Apr - Mar), 2016","February, 2017",Jammu & Kashmir,94.37
India,"Financial Year (Apr - Mar), 2016","February, 2017",Karnataka,113.47
India,"Financial Year (Apr - Mar), 2016","February, 2017",Kerala,113.81
India,"Financial Year (Apr - Mar), 2016","February, 2017",Madhya Pradesh,66.68
India,"Financial Year (Apr - Mar), 2016","February, 2017",Maharashtra,95.61
India,"Financial Year (Apr - Mar), 2016","February, 2017",North East,90.53
India,"Financial Year (Apr - Mar), 2016","February, 2017",Odisha,79.8
India,"Financial Year (Apr - Mar), 2016","February, 2017",Punjab,124.26
India,"Financial Year (Apr - Mar), 2016","February, 2017",Rajasthan,91.5
India,"Financial Year (Apr - Mar), 2016","February, 2017",Tamil Nadu,127.77
India,"Financial Year (Apr - Mar), 2016","February, 2017",Uttar Pradesh,73.75
India,"Financial Year (Apr - Mar), 2016","February, 2017",West Bengal,72.54
India,"Financial Year (Apr - Mar), 2016","February, 2017",Kolkata,187.3
India,"Financial Year (Apr - Mar), 2016","February, 2017",Delhi,258.92
India,"Financial Year (Apr - Mar), 2016","February, 2017",Mumbai,166.63
India,"Financial Year (Apr - Mar), 2016","January, 2017",Andhra Pradesh,95.55
India,"Financial Year (Apr - Mar), 2016","January, 2017",Assam,65.4
India,"Financial Year (Apr - Mar), 2016","January, 2017",Bihar,60.0
India,"Financial Year (Apr - Mar), 2016","January, 2017",Gujarat,111.26
India,"Financial Year (Apr - Mar), 2016","January, 2017",Haryana,89.13
India,"Financial Year (Apr - Mar), 2016","January, 2017",Himachal Pradesh,143.45
India,"Financial Year (Apr - Mar), 2016","January, 2017",Jammu & Kashmir,92.72
India,"Financial Year (Apr - Mar), 2016","January, 2017",Karnataka,112.59
India,"Financial Year (Apr - Mar), 2016","January, 2017",Kerala,112.71
India,"Financial Year (Apr - Mar), 2016","January, 2017",Madhya Pradesh,66.09
India,"Financial Year (Apr - Mar), 2016","January, 2017",Maharashtra,94.99
India,"Financial Year (Apr - Mar), 2016","January, 2017",North East,90.43
India,"Financial Year (Apr - Mar), 2016","January, 2017",Odisha,79.18
India,"Financial Year (Apr - Mar), 2016","January, 2017",Punjab,122.37
India,"Financial Year (Apr - Mar), 2016","January, 2017",Rajasthan,90.22
India,"Financial Year (Apr - Mar), 2016","January, 2017",Tamil Nadu,126.49
India,"Financial Year (Apr - Mar), 2016","January, 2017",Uttar Pradesh,72.82
India,"Financial Year (Apr - Mar), 2016","January, 2017",West Bengal,71.81
India,"Financial Year (Apr - Mar), 2016","January, 2017",Kolkata,185.33
India,"Financial Year (Apr - Mar), 2016","January, 2017",Delhi,253.61
India,"Financial Year (Apr - Mar), 2016","January, 2017",Mumbai,164.61
India,"Financial Year (Apr - Mar), 2016","December, 2016",Andhra Pradesh,93.67
India,"Financial Year (Apr - Mar), 2016","December, 2016",Assam,64.43
India,"Financial Year (Apr - Mar), 2016","December, 2016",Bihar,59.5
India,"Financial Year (Apr - Mar), 2016","December, 2016",Gujarat,108.63
India,"Financial Year (Apr - Mar), 2016","December, 2016",Haryana,87.37
India,"Financial Year (Apr - Mar), 2016","December, 2016",Himachal Pradesh,140.94
India,"Financial Year (Apr - Mar), 2016","December, 2016",Jammu & Kashmir,91.09
India,"Financial Year (Apr - Mar), 2016","December, 2016",Karnataka,110.4
India,"Financial Year (Apr - Mar), 2016","December, 2016",Kerala,111.42
India,"Financial Year (Apr - Mar), 2016","December, 2016",Madhya Pradesh,64.38
India,"Financial Year (Apr - Mar), 2016","December, 2016",Maharashtra,92.98
India,"Financial Year (Apr - Mar), 2016","December, 2016",North East,88.88
India,"Financial Year (Apr - Mar), 2016","December, 2016",Odisha,77.39
India,"Financial Year (Apr - Mar), 2016","December, 2016",Punjab,119.97
India,"Financial Year (Apr - Mar), 2016","December, 2016",Rajasthan,89.03
India,"Financial Year (Apr - Mar), 2016","December, 2016",Tamil Nadu,124.76
India,"Financial Year (Apr - Mar), 2016","December, 2016",Uttar Pradesh,71.54
India,"Financial Year (Apr - Mar), 2016","December, 2016",West Bengal,70.4
India,"Financial Year (Apr - Mar), 2016","December, 2016",Kolkata,181.53
India,"Financial Year (Apr - Mar), 2016","December, 2016",Delhi,248.19
India,"Financial Year (Apr - Mar), 2016","December, 2016",Mumbai,159.29
India,"Financial Year (Apr - Mar), 2016","November, 2016",Andhra Pradesh,85.89
India,"Financial Year (Apr - Mar), 2016","November, 2016",Assam,61.1
India,"Financial Year (Apr - Mar), 2016","November, 2016",Bihar,56.04
India,"Financial Year (Apr - Mar), 2016","November, 2016",Gujarat,99.3
India,"Financial Year (Apr - Mar), 2016","November, 2016",Haryana,79.97
India,"Financial Year (Apr - Mar), 2016","November, 2016",Himachal Pradesh,130.57
India,"Financial Year (Apr - Mar), 2016","November, 2016",Jammu & Kashmir,83.13
India,"Financial Year (Apr - Mar), 2016","November, 2016",Karnataka,102.94
India,"Financial Year (Apr - Mar), 2016","November, 2016",Kerala,104.72
India,"Financial Year (Apr - Mar), 2016","November, 2016",Madhya Pradesh,60.65
India,"Financial Year (Apr - Mar), 2016","November, 2016",Maharashtra,87.55
India,"Financial Year (Apr - Mar), 2016","November, 2016",North East,84.58
India,"Financial Year (Apr - Mar), 2016","November, 2016",Odisha,72.61
India,"Financial Year (Apr - Mar), 2016","November, 2016",Punjab,108.48
India,"Financial Year (Apr - Mar), 2016","November, 2016",Rajasthan,83.85
India,"Financial Year (Apr - Mar), 2016","November, 2016",Tamil Nadu,116.1
India,"Financial Year (Apr - Mar), 2016","November, 2016",Uttar Pradesh,67.85
India,"Financial Year (Apr - Mar), 2016","November, 2016",West Bengal,66.41
India,"Financial Year (Apr - Mar), 2016","November, 2016",Kolkata,163.72
India,"Financial Year (Apr - Mar), 2016","November, 2016",Delhi,222.42
India,"Financial Year (Apr - Mar), 2016","November, 2016",Mumbai,145.68
India,"Financial Year (Apr - Mar), 2016","October, 2016",Andhra Pradesh,85.21
India,"Financial Year (Apr - Mar), 2016","October, 2016",Assam,60.88
India,"Financial Year (Apr - Mar), 2016","October, 2016",Bihar,55.27
India,"Financial Year (Apr - Mar), 2016","October, 2016",Gujarat,99.12
India,"Financial Year (Apr - Mar), 2016","October, 2016",Haryana,79.51
India,"Financial Year (Apr - Mar), 2016","October, 2016",Himachal Pradesh,130.45
India,"Financial Year (Apr - Mar), 2016","October, 2016",Jammu & Kashmir,81.07
India,"Financial Year (Apr - Mar), 2016","October, 2016",Karnataka,102.05
India,"Financial Year (Apr - Mar), 2016","October, 2016",Kerala,103.94
India,"Financial Year (Apr - Mar), 2016","October, 2016",Madhya Pradesh,59.94
India,"Financial Year (Apr - Mar), 2016","October, 2016",Maharashtra,86.65
India,"Financial Year (Apr - Mar), 2016","October, 2016",North East,84.47
India,"Financial Year (Apr - Mar), 2016","October, 2016",Odisha,72.33
India,"Financial Year (Apr - Mar), 2016","October, 2016",Punjab,108.17
India,"Financial Year (Apr - Mar), 2016","October, 2016",Rajasthan,83.12
India,"Financial Year (Apr - Mar), 2016","October, 2016",Tamil Nadu,116.9
India,"Financial Year (Apr - Mar), 2016","October, 2016",Uttar Pradesh,66.4
India,"Financial Year (Apr - Mar), 2016","October, 2016",West Bengal,65.75
India,"Financial Year (Apr - Mar), 2016","October, 2016",Kolkata,163.28
India,"Financial Year (Apr - Mar), 2016","October, 2016",Delhi,223.26
India,"Financial Year (Apr - Mar), 2016","October, 2016",Mumbai,145.9
India,"Financial Year (Apr - Mar), 2016","September, 2016",Andhra Pradesh,84.73
India,"Financial Year (Apr - Mar), 2016","September, 2016",Assam,60.53
India,"Financial Year (Apr - Mar), 2016","September, 2016",Bihar,54.87
India,"Financial Year (Apr - Mar), 2016","September, 2016",Gujarat,98.84
India,"Financial Year (Apr - Mar), 2016","September, 2016",Haryana,79.11
India,"Financial Year (Apr - Mar), 2016","September, 2016",Himachal Pradesh,130.75
India,"Financial Year (Apr - Mar), 2016","September, 2016",Jammu & Kashmir,77.01
India,"Financial Year (Apr - Mar), 2016","September, 2016",Karnataka,101.83
India,"Financial Year (Apr - Mar), 2016","September, 2016",Kerala,103.61
India,"Financial Year (Apr - Mar), 2016","September, 2016",Madhya Pradesh,60.27
India,"Financial Year (Apr - Mar), 2016","September, 2016",Maharashtra,86.41
India,"Financial Year (Apr - Mar), 2016","September, 2016",North East,84.2
India,"Financial Year (Apr - Mar), 2016","September, 2016",Odisha,72.07
India,"Financial Year (Apr - Mar), 2016","September, 2016",Punjab,107.8
India,"Financial Year (Apr - Mar), 2016","September, 2016",Rajasthan,82.96
India,"Financial Year (Apr - Mar), 2016","September, 2016",Tamil Nadu,117.37
India,"Financial Year (Apr - Mar), 2016","September, 2016",Uttar Pradesh,66.06
India,"Financial Year (Apr - Mar), 2016","September, 2016",West Bengal,65.34
India,"Financial Year (Apr - Mar), 2016","September, 2016",Kolkata,163.06
India,"Financial Year (Apr - Mar), 2016","September, 2016",Delhi,223.73
India,"Financial Year (Apr - Mar), 2016","September, 2016",Mumbai,146.09
India,"Financial Year (Apr - Mar), 2016","August, 2016",Andhra Pradesh,84.37
India,"Financial Year (Apr - Mar), 2016","August, 2016",Assam,59.98
India,"Financial Year (Apr - Mar), 2016","August, 2016",Bihar,54.78
India,"Financial Year (Apr - Mar), 2016","August, 2016",Gujarat,98.83
India,"Financial Year (Apr - Mar), 2016","August, 2016",Haryana,78.53
India,"Financial Year (Apr - Mar), 2016","August, 2016",Himachal Pradesh,130.37
India,"Financial Year (Apr - Mar), 2016","August, 2016",Jammu & Kashmir,78.18
India,"Financial Year (Apr - Mar), 2016","August, 2016",Karnataka,101.17
India,"Financial Year (Apr - Mar), 2016","August, 2016",Kerala,102.56
India,"Financial Year (Apr - Mar), 2016","August, 2016",Madhya Pradesh,60.1
India,"Financial Year (Apr - Mar), 2016","August, 2016",Maharashtra,86.27
India,"Financial Year (Apr - Mar), 2016","August, 2016",North East,82.7
India,"Financial Year (Apr - Mar), 2016","August, 2016",Odisha,71.57
India,"Financial Year (Apr - Mar), 2016","August, 2016",Punjab,106.99
India,"Financial Year (Apr - Mar), 2016","August, 2016",Rajasthan,82.46
